TableName , Field Name , Data Type , IsNull , Is Primary Key , Type Key ,Foreign Key , Multiple FK Type
"RecoveryReserve","RecoveryCategory","varchar(24)","not null","","typekey.RecoveryCategory","",""
"RecoveryReserve","ReserveNote_Ext","text","nullable","","","",""
"RecoveryReserve","ReservingCurrency","varchar(3)","not null","","typekey.Currency","",""
"RecoveryReserve","Status","varchar(18)","not null","","typekey.TransactionStatus","",""
"RecoveryReserve","TotalClaimRetention","numeric(18,2)","nullable","","","",""
"RecoveryReserve","TotalPolicyRetention","numeric(18,2)","nullable","","","",""
"RecoveryReserve","Exposure","varchar(100)","nullable","","","entity.Exposure",""
"RecoveryReserve","RecoveryCoding","varchar(100)","nullable","","","entity.RecoveryCoding",""
"RecoveryReserve","ReserveLine","varchar(100)","nullable","","","entity.ReserveLine",""
"RecoveryReserve","TransactionSet","varchar(100)","nullable","","","FK to the table specified in TransactionSet_Type column",""
"RecoveryReserve","TransactionSet_Type","varchar(30)","nullable","","","","CheckSet, RecoveryReserveSet, RecoverySet, ReserveSet"
"RecoveryReserve","PMT_PayloadId","varchar(256)","not null","","","",""
"RecoveryReserveSet","PMT_ID","varchar(100)","not null","primary key","","",""
"RecoveryReserveSet","AbstractReadyFlag_Ext","bool","nullable","","","",""
"RecoveryReserveSet","ApprovalDate","timestamp","nullable","","","",""
"RecoveryReserveSet","ApprovalStatus","varchar(10)","not null","","typekey.ApprovalStatus","",""
"RecoveryReserveSet","CreatedVia","varchar(12)","nullable","","typekey.CreatedVia","",""
"RecoveryReserveSet","LoadCommandID","int8","nullable","","","",""
"RecoveryReserveSet","Claim","varchar(100)","nullable","","","entity.Claim",""
"RecoveryReserveSet","RequestingUser","varchar(100)","nullable","","","entity.User",""
"RecoveryReserveSet","PMT_PayloadId","varchar(256)","not null","","","",""
"RecoverySet","PMT_ID","varchar(100)","not null","primary key","","",""
"RecoverySet","AbstractReadyFlag_Ext","bool","nullable","","","",""
"RecoverySet","ApprovalDate","timestamp","nullable","","","",""
"RecoverySet","ApprovalStatus","varchar(10)","not null","","typekey.ApprovalStatus","",""
"RecoverySet","CreatedVia","varchar(12)","nullable","","typekey.CreatedVia","",""
"RecoverySet","LoadCommandID","int8","nullable","","","",""
"RecoverySet","Claim","varchar(100)","nullable","","","entity.Claim",""
"RecoverySet","RequestingUser","varchar(100)","nullable","","","entity.User",""
"RecoverySet","PMT_PayloadId","varchar(256)","not null","","","",""
"RecurringCheck","PMT_ID","varchar(100)","not null","primary key","","",""
"RecurringCheck","PMT_Parent","varchar(100)","nullable","","","entity.CheckSet",""
"RecurringCheck","AbstractReadyFlag_Ext","bool","nullable","","","",""
"RecurringCheck","LoadCommandID","int8","nullable","","","",""
"RecurringCheck","PMT_PayloadId","varchar(256)","not null","","","",""
"Relatedactivity","PMT_ID","varchar(100)","not null","primary key","","",""
"Relatedactivity","PMT_Parent","varchar(100)","nullable","","","entity.Activity",""
"Relatedactivity","PMT_PayloadId","varchar(256)","not null","","","",""
"Reserve","PMT_ID","varchar(100)","not null","primary key","","",""
"Reserve","PMT_Parent","varchar(100)","nullable","","","entity.Claim",""
"Reserve","AbstractReadyFlag_Ext","bool","nullable","","","",""
"Reserve","BookingDate","timestamp","nullable","","","",""
"Reserve","Comments","varchar(255)","nullable","","","",""
"Reserve","ConfidenceFactor_Ext","varchar(6)","nullable","","typekey.ConfidenceFactor_Ext","",""
"Reserve","CostCategory","varchar(21)","not null","","typekey.CostCategory","",""
"Reserve","CostType","varchar(11)","not null","","typekey.CostType","",""
"Reserve","Currency","varchar(3)","not null","","typekey.Currency","",""
"Reserve","LifeCycleState","varchar(18)","not null","","typekey.TransactionLifeCycleState","",""
"Reserve","LoadCommandID","int8","nullable","","","",""
"Reserve","ReserveNote_Ext","text","nullable","","","",""
"Reserve","ReservingCurrency","varchar(3)","not null","","typekey.Currency","",""
"Reserve","Status","varchar(18)","not null","","typekey.TransactionStatus","",""
"Reserve","TotalClaimRetention","numeric(18,2)","nullable","","","",""
"Reserve","TotalPolicyRetention","numeric(18,2)","nullable","","","",""
"Reserve","Exposure","varchar(100)","nullable","","","entity.Exposure",""
"Reserve","RecoveryCoding","varchar(100)","nullable","","","entity.RecoveryCoding",""
"Reserve","ReserveLine","varchar(100)","nullable","","","entity.ReserveLine",""
"Reserve","TransactionSet","varchar(100)","nullable","","","FK to the table specified in TransactionSet_Type column",""
"Reserve","TransactionSet_Type","varchar(30)","nullable","","","","CheckSet, RecoveryReserveSet, RecoverySet, ReserveSet"
"Reserve","PMT_PayloadId","varchar(256)","not null","","","",""
"ReserveLine","PMT_ID","varchar(100)","not null","primary key","","",""
"ReserveLine","PMT_Parent","varchar(100)","nullable","","","entity.Claim",""
"ReserveLine","AbstractReadyFlag_Ext","bool","nullable","","","",""
"ReserveLine","CostCategory","varchar(21)","not null","","typekey.CostCategory","",""
"ReserveLine","CostType","varchar(11)","not null","","typekey.CostType","",""
"ReserveLine","LoadCommandID","int8","nullable","","","",""
"ReserveLine","ReservingCurrency","varchar(3)","not null","","typekey.Currency","",""
"ReserveLine","Exposure","varchar(100)","nullable","","","entity.Exposure",""
"ReserveLine","PMT_PayloadId","varchar(256)","not null","","","",""
"ReserveLineWrapper","PMT_ID","varchar(100)","not null","primary key","","",""
"ReserveLineWrapper","ReserveLinePublicID","varchar(64)","not null","","","",""
"ReserveLineWrapper","PMT_PayloadId","varchar(256)","not null","","","",""
"ReserveSet","PMT_ID","varchar(100)","not null","primary key","","",""
"ReserveSet","AbstractReadyFlag_Ext","bool","nullable","","","",""
"ReserveSet","ApprovalDate","timestamp","nullable","","","",""
"ReserveSet","ApprovalStatus","varchar(10)","not null","","typekey.ApprovalStatus","",""
"ReserveSet","CreatedVia","varchar(12)","nullable","","typekey.CreatedVia","",""
"ReserveSet","LoadCommandID","int8","nullable","","","",""
"ReserveSet","Claim","varchar(100)","nullable","","","entity.Claim",""
"ReserveSet","RequestingUser","varchar(100)","nullable","","","entity.User",""
"ReserveSet","PMT_PayloadId","varchar(256)","not null","","","",""
"Review","PMT_ID","varchar(100)","not null","primary key","","",""
"Review","PMT_Parent","varchar(100)","nullable","","","FK to the table specified in PMT_Parent_Type column",""
"Review","PMT_Parent_Type","varchar(30)","nullable","","","","Adjudicator, Attorney, AutoRepairShop, AutoTowingAgcy, Company, CompanyVendor, Doctor, InsuranceCompany, LawFirm, LegalVendor_Ext, LegalVenue, MedicalCareOrg, Person, PersonVendor, Place, UserContact"
"Review","AddressBookUID","varchar(64)","nullable","","","",""
"Review","Comments","varchar(1333)","nullable","","","",""
"Review","Completed","bool","not null","","","",""
"Review","Description","varchar(1333)","nullable","","","",""
"Review","LoadCommandID","int8","nullable","","","",""
"Review","Name","varchar(40)","nullable","","","",""
"Review","RelatedTo","varchar(80)","nullable","","","",""
"Review","Score","int4","nullable","","","",""
"Review","ServiceDate","timestamp","nullable","","","",""
"Review","ServiceType","varchar(10)","nullable","","typekey.ReviewServiceType","",""
"Review","Subcontact","varchar(80)","nullable","","","",""
"Review","Claim","varchar(100)","nullable","","","entity.Claim",""
"Review","ReviewType","varchar(100)","nullable","","","entity.ReviewType",""
"Review","ReviewedBy","varchar(100)","nullable","","","entity.User",""
"Review","PMT_PayloadId","varchar(256)","not null","","","",""
"ReviewCategoryQuestionSet","PMT_ID","varchar(100)","not null","primary key","","",""
"ReviewCategoryQuestionSet","PMT_Parent","varchar(100)","nullable","","","entity.ReviewType",""
"ReviewCategoryQuestionSet","ElementOrder","int4","not null","","","",""
"ReviewCategoryQuestionSet","LoadCommandID","int8","nullable","","","",""
"ReviewCategoryQuestionSet","ReviewCategory","varchar(13)","not null","","typekey.ReviewCategory","",""
"ReviewCategoryQuestionSet","QuestionSet","varchar(100)","nullable","","","entity.QuestionSet",""
"ReviewCategoryQuestionSet","PMT_PayloadId","varchar(256)","not null","","","",""
"ReviewCategoryScore","PMT_ID","varchar(100)","not null","primary key","","",""
"ReviewCategoryScore","PMT_Parent","varchar(100)","nullable","","","entity.Review",""
"ReviewCategoryScore","LoadCommandID","int8","nullable","","","",""
"ReviewCategoryScore","ReviewCategory","varchar(13)","nullable","","typekey.ReviewCategory","",""
"ReviewCategoryScore","Score","int4","nullable","","","",""
"ReviewCategoryScore","PMT_PayloadId","varchar(256)","not null","","","",""
"ReviewQAnswerSet","PMT_ID","varchar(100)","not null","primary key","","",""
"ReviewQAnswerSet","PMT_Parent","varchar(100)","nullable","","","entity.AnswerSet",""
"ReviewQAnswerSet","ElementOrder","int4","not null","","","",""
"ReviewQAnswerSet","LoadCommandID","int8","nullable","","","",""
"ReviewQAnswerSet","ReviewCategory","varchar(13)","nullable","","typekey.ReviewCategory","",""
"ReviewQAnswerSet","QuestionSet","varchar(100)","nullable","","","entity.QuestionSet",""
"ReviewQAnswerSet","Review","varchar(100)","nullable","","","entity.Review",""
"ReviewQAnswerSet","PMT_PayloadId","varchar(256)","not null","","","",""
"ReviewType","PMT_ID","varchar(100)","not null","primary key","","",""
"ReviewType","ContactSubtype","varchar(16)","nullable","","typekey.Contact","",""
"ReviewType","Description","varchar(200)","nullable","","","",""
"ReviewType","LoadCommandID","int8","nullable","","","",""
"ReviewType","Name","varchar(40)","nullable","","","",""
"ReviewType","ShouldRetireFromImportXML","bool","nullable","","","",""
"ReviewType","PMT_PayloadId","varchar(256)","not null","","","",""
"ReviewType_Description_L10N","PMT_ID","varchar(100)","not null","primary key","","",""
"ReviewType_Description_L10N","PMT_Parent","varchar(100)","nullable","","","entity.ReviewType",""
"ReviewType_Description_L10N","Language","varchar(5)","not null","","typekey.LanguageType","",""
"ReviewType_Description_L10N","LoadCommandID","int8","nullable","","","",""
"ReviewType_Description_L10N","Value","varchar(200)","not null","","","",""
"ReviewType_Description_L10N","PMT_PayloadId","varchar(256)","not null","","","",""
"ReviewType_Name_L10N","PMT_ID","varchar(100)","not null","primary key","","",""
"ReviewType_Name_L10N","PMT_Parent","varchar(100)","nullable","","","entity.ReviewType",""
"ReviewType_Name_L10N","Language","varchar(5)","not null","","typekey.LanguageType","",""
"ReviewType_Name_L10N","LoadCommandID","int8","nullable","","","",""
"ReviewType_Name_L10N","Value","varchar(40)","not null","","","",""
"ReviewType_Name_L10N","PMT_PayloadId","varchar(256)","not null","","","",""
"RiskDataLogs_Ext","PMT_ID","varchar(100)","not null","primary key","","",""
"RiskDataLogs_Ext","PMT_Parent","varchar(100)","nullable","","","entity.Policy",""
"RiskDataLogs_Ext","CoverageType","varchar(255)","nullable","","","",""
"RiskDataLogs_Ext","DateSent","timestamp","nullable","","","",""
"RiskDataLogs_Ext","Description","varchar(200)","nullable","","","",""
"RiskDataLogs_Ext","Fields","varchar(27)","nullable","","typekey.RiskDataFields_Ext","",""
"RiskDataLogs_Ext","Issuetype","varchar(14)","nullable","","typekey.PolicyDataIssueType_Ext","",""
"RiskDataLogs_Ext","LoadCommandID","int8","nullable","","","",""
"RiskDataLogs_Ext","OverridePriority","bool","nullable","","","",""
"RiskDataLogs_Ext","RiskDataIssueUser","varchar(255)","nullable","","","",""
"RiskDataLogs_Ext","RiskID","varchar(255)","nullable","","","",""
"RiskDataLogs_Ext","PMT_PayloadId","varchar(256)","not null","","","",""
"RiskData_Ext","PMT_ID","varchar(100)","not null","primary key","","",""
"RiskData_Ext","PMT_Parent","varchar(100)","nullable","","","entity.Policy",""
"RiskData_Ext","CoverageType","varchar(255)","nullable","","","",""
"RiskData_Ext","Description","varchar(200)","nullable","","","",""
"RiskData_Ext","FieldPriority","varchar(6)","nullable","","typekey.PolDataIssuePriority_Ext","",""
"RiskData_Ext","Fields","varchar(27)","nullable","","typekey.RiskDataFields_Ext","",""
"RiskData_Ext","Issuetype","varchar(14)","nullable","","typekey.PolicyDataIssueType_Ext","",""
"RiskData_Ext","LoadCommandID","int8","nullable","","","",""
"RiskData_Ext","OverridePriority","bool","nullable","","","",""
"RiskData_Ext","RiskID","varchar(255)","nullable","","","",""
"RiskData_Ext","SendMail","varchar(7)","nullable","","typekey.YesNo","",""
"RiskData_Ext","SendMailToIT","varchar(7)","nullable","","typekey.YesNo","",""
"RiskData_Ext","PMT_PayloadId","varchar(256)","not null","","","",""
"RiskUnit","PMT_ID","varchar(100)","not null","primary key","","",""
"RiskUnit","PMT_Parent","varchar(100)","nullable","","","entity.Policy",""
"RiskUnit","AbstractReadyFlag_Ext","bool","nullable","","","",""
"RiskUnit","Description","varchar(255)","nullable","","","",""
"RiskUnit","LoadCommandID","int8","nullable","","","",""
"RiskUnit","PolicySystemId","varchar(256)","nullable","","","",""
"RiskUnit","RUNumber","int4","not null","","","",""
"RiskUnit","ClassCode","varchar(100)","nullable","","","entity.ClassCode",""
"RiskUnit","PMT_PayloadId","varchar(256)","not null","","","",""
"RiskUpdate_Acc","PMT_ID","varchar(100)","not null","primary key","","",""
"RiskUpdate_Acc","PMT_Parent","varchar(100)","nullable","","","entity.Claim",""
"RiskUpdate_Acc","AgencyId","varchar(255)","nullable","","","",""
"RiskUpdate_Acc","ClaimDirectorReport","bool","nullable","","","",""
"RiskUpdate_Acc","ISOFileNum","varchar(255)","nullable","","","",""
"RiskUpdate_Acc","LatestRiskUpdate","bool","nullable","","","",""
"RiskUpdate_Acc","LoadCommandID","int8","nullable","","","",""
"RiskUpdate_Acc","MatchReportTypeCd","varchar(255)","nullable","","","",""
"RiskUpdate_Acc","RiskIndicator","varchar(255)","nullable","","","",""
"RiskUpdate_Acc","RqUID","varchar(255)","nullable","","","",""
"RiskUpdate_Acc","TransactionResponseDt","timestamp","nullable","","","",""
"RiskUpdate_Acc","PMT_PayloadId","varchar(256)","not null","","","",""
"SAAccidentDetails_Ext","PMT_ID","varchar(100)","not null","primary key","","",""
"SAAccidentDetails_Ext","PMT_Parent","varchar(100)","nullable","","","entity.SAVrsionHistryDetails_Ext",""
"SAAccidentDetails_Ext","AbstractReadyFlag_Ext","bool","nullable","","","",""
"SAAccidentDetails_Ext","Description","varchar(255)","nullable","","","",""
"SAAccidentDetails_Ext","LoadCommandID","int8","nullable","","","",""
"SAAccidentDetails_Ext","Value","varchar(255)","nullable","","","",""
"SAAccidentDetails_Ext","PMT_PayloadId","varchar(256)","not null","","","",""
"SAClaimantDetails_Ext","PMT_ID","varchar(100)","not null","primary key","","",""
"SAClaimantDetails_Ext","PMT_Parent","varchar(100)","nullable","","","entity.SAVrsionHistryDetails_Ext",""
"SAClaimantDetails_Ext","Description","varchar(255)","nullable","","","",""
"SAClaimantDetails_Ext","LoadCommandID","int8","nullable","","","",""
"SAClaimantDetails_Ext","Value","varchar(255)","nullable","","","",""
"SAClaimantDetails_Ext","PMT_PayloadId","varchar(256)","not null","","","",""
"SAClmDetails_Ext","PMT_ID","varchar(100)","not null","primary key","","",""
"SAClmDetails_Ext","PMT_Parent","varchar(100)","nullable","","","entity.SAVrsionHistryDetails_Ext",""
"SAClmDetails_Ext","AbstractReadyFlag_Ext","bool","nullable","","","",""
"SAClmDetails_Ext","Description","varchar(255)","nullable","","","",""
"SAClmDetails_Ext","LoadCommandID","int8","nullable","","","",""
"SAClmDetails_Ext","Value","varchar(255)","nullable","","","",""
"SAClmDetails_Ext","PMT_PayloadId","varchar(256)","not null","","","",""
"SACurrentFinancials_Ext","PMT_ID","varchar(100)","not null","primary key","","",""
"SACurrentFinancials_Ext","PMT_Parent","varchar(100)","nullable","","","entity.SAVrsionHistryDetails_Ext",""
"SACurrentFinancials_Ext","AbstractReadyFlag_Ext","bool","nullable","","","",""
"SACurrentFinancials_Ext","Description","varchar(255)","nullable","","","",""
"SACurrentFinancials_Ext","LoadCommandID","int8","nullable","","","",""
"SACurrentFinancials_Ext","Value","varchar(255)","nullable","","","",""
"SACurrentFinancials_Ext","PMT_PayloadId","varchar(256)","not null","","","",""
"SAFinAndLegalDetails_Ext","PMT_ID","varchar(100)","not null","primary key","","",""
"SAFinAndLegalDetails_Ext","PMT_Parent","varchar(100)","nullable","","","entity.SAVrsionHistryDetails_Ext",""
"SAFinAndLegalDetails_Ext","AbstractReadyFlag_Ext","bool","nullable","","","",""
"SAFinAndLegalDetails_Ext","Description","varchar(255)","nullable","","","",""
"SAFinAndLegalDetails_Ext","LoadCommandID","int8","nullable","","","",""
"SAFinAndLegalDetails_Ext","Value","varchar(255)","nullable","","","",""
"SAFinAndLegalDetails_Ext","PMT_PayloadId","varchar(256)","not null","","","",""
"SAGenAI_Ext","PMT_ID","varchar(100)","not null","primary key","","",""
"SAGenAI_Ext","PMT_Parent","varchar(100)","nullable","","","entity.SAVrsionHistryDetails_Ext",""
"SAGenAI_Ext","Description","varchar(255)","nullable","","","",""
"SAGenAI_Ext","Feedback","varchar(255)","nullable","","","",""
"SAGenAI_Ext","GenAI","varchar(255)","nullable","","","",""
"SAGenAI_Ext","LoadCommandID","int8","nullable","","","",""
"SAGenAI_Ext","Rationale","text","nullable","","","",""
"SAGenAI_Ext","Value","varchar(255)","nullable","","","",""
"SAGenAI_Ext","PMT_PayloadId","varchar(256)","not null","","","",""
"SAInjuryDetails_Ext","PMT_ID","varchar(100)","not null","primary key","","",""
"SAInjuryDetails_Ext","PMT_Parent","varchar(100)","nullable","","","entity.SAVrsionHistryDetails_Ext",""
"SAInjuryDetails_Ext","AbstractReadyFlag_Ext","bool","nullable","","","",""
"SAInjuryDetails_Ext","Description","varchar(255)","nullable","","","",""
"SAInjuryDetails_Ext","LoadCommandID","int8","nullable","","","",""
"SAInjuryDetails_Ext","Value","varchar(255)","nullable","","","",""
"SAInjuryDetails_Ext","PMT_PayloadId","varchar(256)","not null","","","",""
"SAOtherDetails_Ext","PMT_ID","varchar(100)","not null","primary key","","",""
"SAOtherDetails_Ext","PMT_Parent","varchar(100)","nullable","","","entity.SAVrsionHistryDetails_Ext",""
"SAOtherDetails_Ext","AbstractReadyFlag_Ext","bool","nullable","","","",""
"SAOtherDetails_Ext","Description","varchar(255)","nullable","","","",""
"SAOtherDetails_Ext","LoadCommandID","int8","nullable","","","",""
"SAOtherDetails_Ext","Value","varchar(255)","nullable","","","",""
"SAOtherDetails_Ext","PMT_PayloadId","varchar(256)","not null","","","",""
"SAPolicyDetails_Ext","PMT_ID","varchar(100)","not null","primary key","","",""
"SAPolicyDetails_Ext","PMT_Parent","varchar(100)","nullable","","","entity.SAVrsionHistryDetails_Ext",""
"SAPolicyDetails_Ext","AbstractReadyFlag_Ext","bool","nullable","","","",""
"SAPolicyDetails_Ext","Description","varchar(255)","nullable","","","",""
"SAPolicyDetails_Ext","LoadCommandID","int8","nullable","","","",""
"SAPolicyDetails_Ext","Value","varchar(255)","nullable","","","",""
"SAPolicyDetails_Ext","PMT_PayloadId","varchar(256)","not null","","","",""
"SAPreExistingCnditns_Ext","PMT_ID","varchar(100)","not null","primary key","","",""
"SAPreExistingCnditns_Ext","PMT_Parent","varchar(100)","nullable","","","entity.SAVrsionHistryDetails_Ext",""
"SAPreExistingCnditns_Ext","AbstractReadyFlag_Ext","bool","nullable","","","",""
"SAPreExistingCnditns_Ext","Description","varchar(255)","nullable","","","",""
"SAPreExistingCnditns_Ext","LoadCommandID","int8","nullable","","","",""
"SAPreExistingCnditns_Ext","Value","varchar(255)","nullable","","","",""
"SAPreExistingCnditns_Ext","PMT_PayloadId","varchar(256)","not null","","","",""
"SAStrategicAnalytics_Ext","PMT_ID","varchar(100)","not null","primary key","","",""
"SAStrategicAnalytics_Ext","AbstractReadyFlag_Ext","bool","nullable","","","",""
"SAStrategicAnalytics_Ext","AssignmentDate","timestamp","nullable","","","",""
"SAStrategicAnalytics_Ext","AssignmentStatus","varchar(17)","not null","","typekey.AssignmentStatus","",""
"SAStrategicAnalytics_Ext","CloseDate","timestamp","nullable","","","",""
"SAStrategicAnalytics_Ext","GWClaimNumber_Ext","varchar(40)","nullable","","","",""
"SAStrategicAnalytics_Ext","LoadCommandID","int8","nullable","","","",""
"SAStrategicAnalytics_Ext","AssignedByUser","varchar(100)","nullable","","","entity.User",""
"SAStrategicAnalytics_Ext","AssignedGroup","varchar(100)","nullable","","","entity.Group",""
"SAStrategicAnalytics_Ext","AssignedQueue","varchar(100)","nullable","","","entity.AssignableQueue",""
"SAStrategicAnalytics_Ext","AssignedUser","varchar(100)","nullable","","","entity.User",""
"SAStrategicAnalytics_Ext","Claim","varchar(100)","nullable","","","entity.Claim",""
"SAStrategicAnalytics_Ext","PreviousGroup","varchar(100)","nullable","","","entity.Group",""
"SAStrategicAnalytics_Ext","PreviousQueue","varchar(100)","nullable","","","entity.AssignableQueue",""
"SAStrategicAnalytics_Ext","PreviousUser","varchar(100)","nullable","","","entity.User",""
"SAStrategicAnalytics_Ext","PMT_PayloadId","varchar(256)","not null","","","",""
"SATreatments_Ext","PMT_ID","varchar(100)","not null","primary key","","",""
"SATreatments_Ext","PMT_Parent","varchar(100)","nullable","","","entity.SAVrsionHistryDetails_Ext",""
"SATreatments_Ext","AbstractReadyFlag_Ext","bool","nullable","","","",""
"SATreatments_Ext","Description","varchar(255)","nullable","","","",""
"SATreatments_Ext","LoadCommandID","int8","nullable","","","",""
"SATreatments_Ext","Value","varchar(255)","nullable","","","",""
"SATreatments_Ext","PMT_PayloadId","varchar(256)","not null","","","",""
"SAVrsionHistryDetails_Ext","PMT_ID","varchar(100)","not null","primary key","","",""
"SAVrsionHistryDetails_Ext","PMT_Parent","varchar(100)","nullable","","","FK to the table specified in PMT_Parent_Type column",""
"SAVrsionHistryDetails_Ext","PMT_Parent_Type","varchar(30)","nullable","","","","SAStrategicAnalytics_Ext, StrategicAnalytics_Ext"
"SAVrsionHistryDetails_Ext","AbstractReadyFlag_Ext","bool","nullable","","","",""
"SAVrsionHistryDetails_Ext","ActionStrategyRecom","varchar(37)","nullable","","typekey.SAActionStrategyRecom_Ext","",""
"SAVrsionHistryDetails_Ext","Comments","text","nullable","","","",""
"SAVrsionHistryDetails_Ext","LoadCommandID","int8","nullable","","","",""
"SAVrsionHistryDetails_Ext","ModelName","varchar(255)","nullable","","","",""
"SAVrsionHistryDetails_Ext","ModelScore","int4","nullable","","","",""
"SAVrsionHistryDetails_Ext","ModelSubTier","varchar(255)","nullable","","","",""
"SAVrsionHistryDetails_Ext","ModelTier","varchar(255)","nullable","","","",""
"SAVrsionHistryDetails_Ext","SAAlert","bool","nullable","","","",""
"SAVrsionHistryDetails_Ext","ScrRecordDt_Ext","timestamp","nullable","","","",""
"SAVrsionHistryDetails_Ext","SAStrategicAnalytics","varchar(100)","nullable","","","entity.SAStrategicAnalytics_Ext",""
"SAVrsionHistryDetails_Ext","PMT_PayloadId","varchar(256)","not null","","","",""
"SITrigger","PMT_ID","varchar(100)","not null","primary key","","",""
"SITrigger","PMT_Parent","varchar(100)","nullable","","","entity.Claim",""
"SITrigger","AbstractReadyFlag_Ext","bool","nullable","","","",""
"SITrigger","AdditionalInformation","varchar(500)","nullable","","","",""
"SITrigger","LoadCommandID","int8","nullable","","","",""
"SITrigger","PointValue","int4","not null","","","",""
"SITrigger","TriggerDescription","varchar(500)","nullable","","","",""
"SITrigger","Exposure","varchar(100)","nullable","","","entity.Exposure",""
"SITrigger","PMT_PayloadId","varchar(256)","not null","","","",""
"SIUAnswerSet","PMT_ID","varchar(100)","not null","primary key","","",""
"SIUAnswerSet","PMT_Parent","varchar(100)","nullable","","","entity.Claim",""
"SIUAnswerSet","LoadCommandID","int8","nullable","","","",""
"SIUAnswerSet","AnswerSet","varchar(100)","nullable","","","entity.AnswerSet",""
"SIUAnswerSet","PMT_PayloadId","varchar(256)","not null","","","",""
"ScoringInfo_Acc","PMT_ID","varchar(100)","not null","primary key","","",""
"ScoringInfo_Acc","PMT_Parent","varchar(100)","nullable","","","entity.RiskUpdate_Acc",""
"ScoringInfo_Acc","AbstractReadyFlag_Ext","bool","nullable","","","",""
"ScoringInfo_Acc","CharacteristicsFoundInd","varchar(255)","nullable","","","",""
"ScoringInfo_Acc","ClaimDirectorScore","int4","nullable","","","",""
"ScoringInfo_Acc","EmailSentInd","varchar(255)","nullable","","","",""
"ScoringInfo_Acc","ExceededLifeOfClaimInd","varchar(255)","nullable","","","",""
"ScoringInfo_Acc","LoadCommandID","int8","nullable","","","",""
"ScoringInfo_Acc","NumberTimesScored","int4","nullable","","","",""
"ScoringInfo_Acc","PMT_PayloadId","varchar(256)","not null","","","",""
"ServiceCycleTimeServiceRequestMetric","PMT_ID","varchar(100)","not null","primary key","","",""
"ServiceCycleTimeServiceRequestMetric","PMT_Parent","varchar(100)","nullable","","","entity.ServiceRequest",""
"ServiceCycleTimeServiceRequestMetric","DecimalRedValue","numeric(20,4)","nullable","","","",""
"ServiceCycleTimeServiceRequestMetric","DecimalTargetValue","numeric(20,4)","nullable","","","",""
"ServiceCycleTimeServiceRequestMetric","DecimalYellowValue","numeric(20,4)","nullable","","","",""
"ServiceCycleTimeServiceRequestMetric","IntegerValue","int4","nullable","","","",""
"ServiceCycleTimeServiceRequestMetric","IsOpen","bool","nullable","","","",""
"ServiceCycleTimeServiceRequestMetric","MetricUnit","varchar(8)","nullable","","typekey.MetricUnit","",""
"ServiceCycleTimeServiceRequestMetric","ReachRedTime","timestamp","nullable","","","",""
"ServiceCycleTimeServiceRequestMetric","ReachYellowTime","timestamp","nullable","","","",""
"ServiceCycleTimeServiceRequestMetric","Skipped","bool","nullable","","","",""
"ServiceCycleTimeServiceRequestMetric","StartTime","timestamp","nullable","","","",""
"ServiceCycleTimeServiceRequestMetric","TimeSpentWorking","int4","not null","","","",""
"ServiceCycleTimeServiceRequestMetric","WaitingStartTime","timestamp","nullable","","","",""
"ServiceCycleTimeServiceRequestMetric","PMT_PayloadId","varchar(256)","not null","","","",""
"ServiceRequest","PMT_ID","varchar(100)","not null","primary key","","",""
"ServiceRequest","PMT_Parent","varchar(100)","nullable","","","entity.Claim",""
"ServiceRequest","AssignmentDate","timestamp","nullable","","","",""
"ServiceRequest","AssignmentStatus","varchar(17)","not null","","typekey.AssignmentStatus","",""
"ServiceRequest","CanceledReasonGw","text","nullable","","","",""
"ServiceRequest","CloseDate","timestamp","nullable","","","",""
"ServiceRequest","Currency","varchar(3)","not null","","typekey.Currency","",""
"ServiceRequest","ExpectedQuoteCompletionDateGw","timestamp","nullable","","","",""
"ServiceRequest","ExpectedServiceCompletionDateGw","timestamp","nullable","","","",""
"ServiceRequest","ExternalNextStep","varchar(1)","nullable","","typekey.SRExternalNextStep","",""
"ServiceRequest","Kind","varchar(15)","not null","","typekey.ServiceRequestKind","",""
"ServiceRequest","LatestChangeTimestampDenorm","timestamp","not null","","","",""
"ServiceRequest","Progress","varchar(17)","not null","","typekey.ServiceRequestProgress","",""
"ServiceRequest","QuoteStatus","varchar(18)","not null","","typekey.ServiceRequestQuoteStatus","",""
"ServiceRequest","RequestedQuoteCompletionDateGw","timestamp","nullable","","","",""
"ServiceRequest","RequestedServiceCompletionDateGw","timestamp","nullable","","","",""
"ServiceRequest","ServiceRequestNumber","varchar(255)","not null","","","",""
"ServiceRequest","ServiceRequestReferenceNumberGw","varchar(255)","nullable","","","",""
"ServiceRequest","SpecialistCommMethodGw","varchar(11)","nullable","","typekey.SpecialistCommMethod","",""
"ServiceRequest","Tier","varchar(6)","nullable","","typekey.ServiceRequestTier","",""
"ServiceRequest","AssignedByUser","varchar(100)","nullable","","","entity.User",""
"ServiceRequest","AssignedGroup","varchar(100)","nullable","","","entity.Group",""
"ServiceRequest","AssignedQueue","varchar(100)","nullable","","","entity.AssignableQueue",""
"ServiceRequest","AssignedUser","varchar(100)","nullable","","","entity.User",""
"ServiceRequest","ExposureGw","varchar(100)","nullable","","","entity.Exposure",""
"ServiceRequest","IncidentGw","varchar(100)","nullable","","","FK to the table specified in IncidentGw_Type column",""
"ServiceRequest","Instruction","varchar(100)","nullable","","","entity.ServiceRequestInstruction",""
